post_title,group_name,discovered,description,website
Jebco Agencies Inc.,pysa,2021-09-09 23:46:56.234054,,
Romanoff Group,pysa,2021-09-09 23:46:56.240709,,
Neenan Company,pysa,2021-09-09 23:46:56.247292,,
Bridgwater & Taunton College,pysa,2021-09-09 23:46:56.253750,,
The Bascom,pysa,2021-09-09 23:46:56.261043,,
Blueknight Energy Partners,pysa,2021-09-09 23:46:56.267961,,
Ãstre Toten Kommune Voksenopplring,pysa,2021-09-09 23:46:56.274479,,
The FitzWimark School,pysa,2021-09-09 23:46:56.280792,,
"DFW Communications,Inc.",pysa,2021-09-09 23:46:56.286793,,
Palos Community Consolidated School District 118,pysa,2021-09-09 23:46:56.293537,,
CCS,pysa,2021-09-09 23:46:56.300286,,
Provenza Floors,pysa,2021-09-09 23:46:56.306456,,
Salesianum School,pysa,2021-09-09 23:46:56.312747,,
Brookfield Public Schools,pysa,2021-09-09 23:46:56.318880,,
Thinkware,pysa,2021-09-09 23:46:56.325738,,
Nama Khoi Municipality,pysa,2021-09-09 23:46:56.332550,,
Finance Evolution,pysa,2021-09-09 23:46:56.338607,,
Brickhaus,pysa,2021-09-09 23:46:56.344904,,
Summit Appliance,pysa,2021-09-09 23:46:56.351804,,
King Henrys,pysa,2021-09-09 23:46:56.359487,,
Outwest Express LLC,pysa,2021-09-09 23:46:56.366315,,
Serinus Energy Plc,pysa,2021-09-09 23:46:56.372904,,
Mid-Florida Pathology,pysa,2021-09-09 23:46:56.379587,,
Max. Aarts,pysa,2021-09-09 23:46:56.385675,,
Torello Moving Strategies,pysa,2021-09-09 23:46:56.392183,,
St. Mary School Hyde Park,pysa,2021-09-09 23:46:56.398972,,
"Overlake Obstetricians & Gynecologists,PC",pysa,2021-09-09 23:46:56.405119,,
McKinney,pysa,2021-09-09 23:46:56.411570,,
Grupo Infoar,pysa,2021-09-09 23:46:56.417818,,
Bene Ficencia,pysa,2021-09-09 23:46:56.425850,,
St. Margaretâs Hospice Care,pysa,2021-09-09 23:46:56.432867,,
Riggins Company,pysa,2021-09-09 23:46:56.439184,,
Merchant Taylors' School,pysa,2021-09-09 23:46:56.445517,,
Dayliff,pysa,2021-09-09 23:46:56.452733,,
Benchmark Family Services,pysa,2021-09-09 23:46:56.460791,,
Tech 2000,pysa,2021-09-09 23:46:56.467774,,
Mirai,pysa,2021-09-09 23:46:56.474711,,
Rontis Medical,pysa,2021-09-09 23:46:56.481307,,
Gemitchellco,pysa,2021-09-09 23:46:56.487752,,
Affinity Education,pysa,2021-09-09 23:46:56.494780,,
Mendes JÃºnior,pysa,2021-09-09 23:46:56.501494,,
Bruce Turner,pysa,2021-09-09 23:46:56.507938,,
Roughrider Internation Ltd.,pysa,2021-09-09 23:46:56.514457,,
Market Pioneer,pysa,2021-09-09 23:46:56.521008,,
Hackney Council,pysa,2021-09-09 23:46:56.528007,,
Ayuntamiento de Guadarrama,pysa,2021-09-09 23:46:56.534317,,
Telhai,pysa,2021-09-09 23:46:56.540831,,
CWF Group Inc.,pysa,2021-09-09 23:46:56.547560,,
Mongoldford,pysa,2021-09-09 23:46:56.554779,,
Avelia,pysa,2021-09-09 23:46:56.563182,,
Econocom,pysa,2021-09-09 23:46:56.569637,,
Bakers S.A. Limited,pysa,2021-09-09 23:46:56.576068,,
IQA,pysa,2021-09-09 23:46:56.582562,,
Winters Independent School District,pysa,2021-09-09 23:46:56.588901,,
Heartland,pysa,2021-09-09 23:46:56.596099,,
ASE Bucuresti,pysa,2021-09-09 23:46:56.602901,,
Rafaela Alimentos,pysa,2021-09-09 23:46:56.609524,,
CASES,pysa,2021-09-09 23:46:56.615861,,
Irish Farmers Journals,pysa,2021-09-09 23:46:56.622589,,
Kuenne Gruppe,pysa,2021-09-09 23:46:56.629736,,
West Central Foodservice,pysa,2021-09-09 23:46:56.636082,,
Tor Vergata,pysa,2021-09-09 23:46:56.642601,,
UCEL,pysa,2021-09-09 23:46:56.649273,,
Myerscough College,pysa,2021-09-09 23:46:56.656377,,
MK Products,pysa,2021-09-09 23:46:56.664019,,
Bosley,pysa,2021-09-09 23:46:56.670962,,
ACE Glass,pysa,2021-09-09 23:46:56.677891,,
The Teka Group,pysa,2021-09-09 23:46:56.685253,,
Nonin Medical,pysa,2021-09-09 23:46:56.693285,,
Grand Homes,pysa,2021-09-09 23:46:56.700095,,
Assured Imaging,pysa,2021-09-09 23:46:56.706786,,
Uxbridge College,pysa,2021-09-09 23:46:56.713448,,
The Seifert Logistics Group,pysa,2021-09-09 23:46:56.720174,,
Upper Columbia Academy,pysa,2021-09-09 23:46:56.728599,,
Dublin,pysa,2021-09-09 23:46:56.735170,,
The CFC,pysa,2021-09-09 23:46:56.741679,,
Lindenwold,pysa,2021-09-09 23:46:56.748681,,
The Sixth Form Bolton,pysa,2021-09-09 23:46:56.756715,,
The Dantherm Group,pysa,2021-09-09 23:46:56.764288,,
Monty Holding Group,pysa,2021-09-09 23:46:56.771226,,
Illinois Valley Community College,pysa,2021-09-09 23:46:56.777890,,
Wichita Sheet Metal,pysa,2021-09-09 23:46:56.784478,,
Alliance Building Services,pysa,2021-09-09 23:46:56.791645,,
Marseille Provence,pysa,2021-09-09 23:46:56.799163,,
John Hardy,pysa,2021-09-09 23:46:56.805926,,
WHSE,pysa,2021-09-09 23:46:56.812763,,
MCLINC,pysa,2021-09-09 23:46:56.819608,,
Piedmont Orthopedics | OrthoAtlanta,pysa,2021-09-09 23:46:56.828563,,
Q3 Academy,pysa,2021-09-09 23:46:56.835492,,
The Masonic Home of Florida,pysa,2021-09-09 23:46:56.842603,,
Groupe Lefebvre M.R.P.,pysa,2021-09-09 23:46:56.850427,,
Cretsenbelledonne,pysa,2021-09-09 23:46:56.859631,,
Grupocif,pysa,2021-09-09 23:46:56.867381,,
Noorulislam,pysa,2021-09-09 23:46:56.874668,,
Ribasalvarez,pysa,2021-09-09 23:46:56.881386,,
HAC,pysa,2021-09-09 23:46:56.888413,,
Aebel,pysa,2021-09-09 23:46:56.895721,,
CDPO,pysa,2021-09-09 23:46:56.902919,,
Pjfitzpatrick,pysa,2021-09-09 23:46:56.910028,,
Saludladera,pysa,2021-09-09 23:46:56.917140,,
Famisanar,pysa,2021-09-09 23:46:56.924551,,
Poliview,pysa,2021-09-09 23:46:56.931801,,
Oliviers,pysa,2021-09-09 23:46:56.938389,,
Matthews,pysa,2021-09-09 23:46:56.945073,,
Fincamex,pysa,2021-09-09 23:46:56.952513,,
Allard,pysa,2021-09-09 23:46:56.960415,,
Diamond Box,pysa,2021-09-09 23:46:56.968871,,
Faic,pysa,2021-09-09 23:46:56.975745,,
Liberty Linehaul,pysa,2021-09-09 23:46:56.982663,,
Sacschool,pysa,2021-09-09 23:46:56.989804,,
The MADSACK Media Group. Part 2.,nefilim,2021-09-09 23:46:57.013376,,
Tegut. Part 2.,nefilim,2021-09-09 23:46:57.021275,,
Saipa Press. Part 1.,nefilim,2021-09-09 23:46:57.030055,,
TPG Internet. Part 1.,nefilim,2021-09-09 23:46:57.037373,,
Tegut. Part 1.,nefilim,2021-09-09 23:46:57.044774,,
The MADSACK Media Group. Part 1.,nefilim,2021-09-09 23:46:57.052582,,
Seven Seas. Part 1.,nefilim,2021-09-09 23:46:57.061015,,
Elliott Group / Cascade Engineering / Unitex Textile Rental Services. Teaser.,nefilim,2021-09-09 23:46:57.069128,,
Grimmway Farms. Part 1.,nefilim,2021-09-09 23:46:57.076032,,
Atlanta Allergy &#038; Asthma. Part 1.,nefilim,2021-09-09 23:46:57.082905,,
Nachi America Inc.,mountlocker,2021-09-09 23:46:57.109103,,
FAPS Inc.,mountlocker,2021-09-09 23:46:57.116444,,
Homeland Title,mountlocker,2021-09-09 23:46:57.124023,,
Forrester Construction,mountlocker,2021-09-09 23:46:57.138930,,
Enerstar Rentals & Services,mountlocker,2021-09-09 23:46:57.146990,,
Gunnebo AB,mountlocker,2021-09-09 23:46:57.154074,,
Makalot,mountlocker,2021-09-09 23:46:57.162157,,
ECU Worldwide,mountlocker,2021-09-09 23:46:57.169586,,
Laboratorios SMA S.A.C.,mountlocker,2021-09-09 23:46:57.176772,,
Geotech Engineering and Testing,mountlocker,2021-09-09 23:46:57.183770,,
MERSEN,mountlocker,2021-09-09 23:46:57.191177,,
Wasserstorm,mountlocker,2021-09-09 23:46:57.205123,,
Transtar1,mountlocker,2021-09-09 23:46:57.212083,,
Amey plc,mountlocker,2021-09-09 23:46:57.219059,,
"Century 3, Inc.",mountlocker,2021-09-09 23:46:57.227182,,
ThyssenKrupp System Engineering,mountlocker,2021-09-09 23:46:57.234452,,
Memry Corporation,mountlocker,2021-09-09 23:46:57.241627,,
BridgeMill Athletic Club,babuk,2021-09-09 23:46:57.289695,,
E.A. Gibson Shipbrokers,babuk,2021-09-09 23:46:57.305419,,
spsr-law.com,babuk,2021-09-09 23:46:57.316940,,
Arabian Computer Supplies co.,babuk,2021-09-09 23:46:57.327554,,
4murs.com,babuk,2021-09-09 23:46:57.336196,,
The Babuk team shares the position stated by the most famous hacktivist group.,babuk,2021-09-09 23:46:57.346780,,
American Megatrends International,ransomexx,2021-09-09 23:46:57.377913,,
Gigabyte Technology,ransomexx,2021-09-09 23:46:57.385769,,
Ermenegildo Zegna Holding,ransomexx,2021-09-09 23:46:57.394561,,
Liberty Group &amp; ForHousing,ransomexx,2021-09-09 23:46:57.402808,,
Corporación Nacional de Telecomunicación,ransomexx,2021-09-09 23:46:57.410386,,
Walsin,ransomexx,2021-09-09 23:46:57.417555,,
WT Microelectronics,ransomexx,2021-09-09 23:46:57.425382,,
Universal Assistance S.A.,ransomexx,2021-09-09 23:46:57.433179,,
STEMCOR,ransomexx,2021-09-09 23:46:57.440363,,
Wallace &amp; Carey,ransomexx,2021-09-09 23:46:57.447936,,
Samvardhana Motherson Peguform,ransomexx,2021-09-09 23:46:57.455545,,
Nobiskrug,ransomexx,2021-09-09 23:46:57.464411,,
Ajuntament de Castelló,ransomexx,2021-09-09 23:46:57.471986,,
Consiglio Nazionale del Notariato,ransomexx,2021-09-09 23:46:57.479596,,
Pertamina EP,ransomexx,2021-09-09 23:46:57.487344,,
CalAmp (NASDAQ: CAMP),ransomexx,2021-09-09 23:46:57.495504,,
Soluzioni Infrastrutturali Telefoniche ed Elettriche S.p.A.,ransomexx,2021-09-09 23:46:57.503122,,
Indura SA,ransomexx,2021-09-09 23:46:57.511162,,
Vistra,ransomexx,2021-09-09 23:46:57.520637,,
Ultrapar Participações S.A.,ransomexx,2021-09-09 23:46:57.528915,,
"OTR Capital believes in simple and straightforward transactions, without hidden costs and",cuba,2021-09-09 23:46:57.551054,,
"AFTS supplies the preeminent Payment Processing, IRS 1031 Exchange, Data Processing, Invoi",cuba,2021-09-09 23:46:57.559851,,
Rose Associates Mission Statement,cuba,2021-09-09 23:46:57.569878,,
Datamatics is a technology company that builds intelligent solutions enabling data-driven,cuba,2021-09-09 23:46:57.577525,,
"First Coast Logistics Services, Inc. was founded in 1999. The Company's line of business i",cuba,2021-09-09 23:46:57.585223,,
The Squamish Nation is comprised of descendants of the Coast Salish Aboriginal peoples who,cuba,2021-09-09 23:46:57.593413,,
Portnox - Network Security Solutions,pay2key,2021-09-09 23:46:57.616766,,
IAI - Israel Aerospace Industries,pay2key,2021-09-09 23:46:57.625624,,
Intel - Habana Labs,pay2key,2021-09-09 23:46:57.633494,,
InfiApps - Joyvoo,pay2key,2021-09-09 23:46:57.641152,,
INTER - InterElectric,pay2key,2021-09-09 23:46:57.649134,,
MT-LAW [Markman&Tomashin Law Firm],pay2key,2021-09-09 23:46:57.658522,,
InTown Suites,azroteam,2021-09-09 23:46:57.689293,,
OUR NEW PARTNER - XING LOCKER! WELCOME TO NEW LEAKS WEBSITE! http://xingnewj6m4qytljhfwemn,azroteam,2021-09-09 23:46:57.699097,,
CREST Hotel &amp; Suites,azroteam,2021-09-09 23:46:57.707798,,
Pezutto Group,azroteam,2021-09-09 23:46:57.716567,,
Southwest KIA,azroteam,2021-09-09 23:46:57.726214,,
HOYA Corporation,azroteam,2021-09-09 23:46:57.735044,,
"Eduro Healthcare, LLC",azroteam,2021-09-09 23:46:57.742744,,
von Drehle Corporation,azroteam,2021-09-09 23:46:57.750407,,
Curbell Inc.,azroteam,2021-09-09 23:46:57.759562,,
"Rogers Engineering &amp; Manufacturing Co., Inc.",azroteam,2021-09-09 23:46:57.767787,,
Laboratorios SMA S.A.C.,azroteam,2021-09-09 23:46:57.775914,,
GEOTECH ENGINEERING &amp; TESTING,azroteam,2021-09-09 23:46:57.783819,,
Mersen Group,azroteam,2021-09-09 23:46:57.792043,,
Wasserstorm,azroteam,2021-09-09 23:46:57.800916,,
FAPS Inc,azroteam,2021-09-09 23:46:57.808630,,
"[CHINA] TCL China Star Optoelectronics Technology Co., Ltd",lockdata,2021-09-09 23:46:57.835415,,
[USA] Crary Industries Inc.,lockdata,2021-09-09 23:46:57.844024,,
[CZ]  GORDIC spol. s r.o.,lockdata,2021-09-09 23:46:57.851974,,
[Saudi Arabia] Al Wefag Trading & Manufacturing,lockdata,2021-09-09 23:46:57.861472,,
"[USA] OrthoCare, 700 Lake Ave, Ste 6, Manchester, New Hampshire, 03103",lockdata,2021-09-09 23:46:57.869876,,
2020/04,blacktor,2021-09-09 23:46:57.899846,,
Liquid Global liquid.com,darkleakmarket,2021-09-09 23:46:57.942288,,
AT&T Database Leak,darkleakmarket,2021-09-09 23:46:57.960658,,
Pine Labs Data Leak,darkleakmarket,2021-09-09 23:46:57.977093,,
DreamHost Data Leak,darkleakmarket,2021-09-09 23:46:57.994990,,
Cognyte Data Leak,darkleakmarket,2021-09-09 23:46:58.012483,,
ADATA corporation Leak,darkleakmarket,2021-09-09 23:46:58.024209,,
AirIndia breach information of 4.5 million custome,darkleakmarket,2021-09-09 23:46:58.048773,,
Dominos India Database Leak,darkleakmarket,2021-09-09 23:46:58.059990,,
Tata Communications Huge Data,darkleakmarket,2021-09-09 23:46:58.070050,,
Upstox.com Huge Data,darkleakmarket,2021-09-09 23:46:58.079840,,
SBI YONO APP DATABASE,darkleakmarket,2021-09-09 23:46:58.089523,,
Astoria Company LLC data,darkleakmarket,2021-09-09 23:46:58.100942,,
Mobikwik Leaked Data,darkleakmarket,2021-09-09 23:46:58.111619,,
Summit Credit Union Big Data Leak,darkleakmarket,2021-09-09 23:46:58.120236,,
Acer.com Leaked Data 100% Fresh,darkleakmarket,2021-09-09 23:46:58.132721,,
Prime Minister of India Data,darkleakmarket,2021-09-09 23:46:58.141428,,
533 Million facebook Users Data,darkleakmarket,2021-09-09 23:46:58.150132,,
True Caller Indian Data Leak,darkleakmarket,2021-09-09 23:46:58.159681,,
Indiabulls SQL and Documents Leak,darkleakmarket,2021-09-09 23:46:58.171592,,
2480000 Airtel India Customers Data,darkleakmarket,2021-09-09 23:46:58.180070,,
Jazz Mobile Pakistan Data Dump,darkleakmarket,2021-09-09 23:46:58.190585,,
Beacon Health Solutions LLC Data,darkleakmarket,2021-09-09 23:46:58.202284,,
Bigbasket.com De-Hashed data leaked sql db,darkleakmarket,2021-09-09 23:46:58.210199,,
IDFC Bank Confidential Data Leak,darkleakmarket,2021-09-09 23:46:58.218167,,
Solar Winds Data Leak,darkleakmarket,2021-09-09 23:46:58.229398,,
American Bank Systems INC Data Leak,darkleakmarket,2021-09-09 23:46:58.237511,,
Trust Capital Funding,blackmatter,2021-09-09 23:46:58.276837,,
Diamond Schmitt,blackmatter,2021-09-09 23:46:58.288022,,
g-able.com,blackmatter,2021-09-09 23:46:58.297281,,
Middleton Reutlinger,blackmatter,2021-09-09 23:46:58.305864,,
tastefulselections &amp; WFG,blackmatter,2021-09-09 23:46:58.314725,,
Kaydon Corporation (SKF Group Brand),blackmatter,2021-09-09 23:46:58.323530,,
Pine Labs Pvt,blackmatter,2021-09-09 23:46:58.332769,,
Network Telecom / Enreach,blackmatter,2021-09-09 23:46:58.341085,,
hhcp.com,blackmatter,2021-09-09 23:46:58.351184,,
www.webstercare.com.au,payloadbin,2021-09-09 23:46:58.381441,,
Wrgtexas.com,payloadbin,2021-09-09 23:46:58.390854,,
Connelypartners.com,payloadbin,2021-09-09 23:46:58.401860,,
Truckcentercompanies.com,payloadbin,2021-09-09 23:46:58.410833,,
Uptownbakers.com,payloadbin,2021-09-09 23:46:58.418993,,
Victrongroup.com,payloadbin,2021-09-09 23:46:58.429503,,
CD Project data,payloadbin,2021-09-09 23:46:58.439248,,
iRely LLC&#039;s Grand Failure,payloadbin,2021-09-09 23:46:58.448156,,
nsuship.co.jp,payloadbin,2021-09-09 23:46:58.456705,,
sklarwilton.com,payloadbin,2021-09-09 23:46:58.466515,,
conferenceusa.com,payloadbin,2021-09-09 23:46:58.474572,,
pdsec.com,payloadbin,2021-09-09 23:46:58.483431,,
www.emmawillard.org,payloadbin,2021-09-09 23:46:58.493058,,
www.coreslab.com,payloadbin,2021-09-09 23:46:58.502532,,
www.crm.com,payloadbin,2021-09-09 23:46:58.510705,,
webstercare.com.au,payloadbin,2021-09-09 23:46:58.518878,,
neuro-logica.com,payloadbin,2021-09-09 23:46:58.529077,,
Capstoneins.com,payloadbin,2021-09-09 23:46:58.537568,,
Reconservices.com,payloadbin,2021-09-09 23:46:58.546252,,
Мы можем просто договориться,groove,2021-09-09 23:46:58.574161,,
Запатченные fortinet точки входа,groove,2021-09-09 23:46:58.585874,,
Мысли о смысле,groove,2021-09-09 23:46:58.597969,,
ludofact.de 50 GB data stolen,groove,2021-09-09 23:46:58.609430,,
Украина и экстрадиции в США,groove,2021-09-10 00:34:49.268114,,
Одно интервью,groove,2021-09-10 00:34:49.276701,,
tovogomma.it,lockbit2,2021-09-10 00:40:42.305867,,
royalporcelain....,lockbit2,2021-09-10 00:40:42.315222,,
suenco.co.th,lockbit2,2021-09-10 00:40:42.323945,,
comebi.mx,lockbit2,2021-09-10 00:40:42.332684,,
tesa46.com,lockbit2,2021-09-10 00:40:42.341759,,
pikecountysheri...,lockbit2,2021-09-10 00:40:42.350848,,
callabsolute.co...,lockbit2,2021-09-10 00:40:42.359042,,
benner.com.br,lockbit2,2021-09-10 00:40:42.367887,,
cheadlelaw.com,lockbit2,2021-09-10 00:40:42.376798,,
hpe-konstanz.de,lockbit2,2021-09-10 00:40:42.385281,,
remedios.lawyer,lockbit2,2021-09-10 00:40:42.393579,,
soenen-golfkart...,lockbit2,2021-09-10 00:40:42.402126,,
odeffinancieras...,lockbit2,2021-09-10 00:40:42.409910,,
prototal.se,lockbit2,2021-09-10 00:40:42.417445,,
denverhousing.o...,lockbit2,2021-09-10 00:40:42.424560,,
barolit.com,lockbit2,2021-09-10 00:40:42.432540,,
autohausdaehn.d...,lockbit2,2021-09-10 00:40:42.440078,,
pulmuonewildwoo...,lockbit2,2021-09-10 00:40:42.447442,,
ch13bham.com,lockbit2,2021-09-10 00:40:42.454750,,
seiei-ashd.co.j...,lockbit2,2021-09-10 00:40:42.462335,,
maximusinfoware...,lockbit2,2021-09-10 00:40:42.475931,,
pridepak.co.za,lockbit2,2021-09-10 00:40:42.484848,,
overseas-ast.co...,lockbit2,2021-09-10 00:40:42.493510,,
hellmich-partne...,lockbit2,2021-09-10 00:40:42.502159,,
yakimacoop.com,lockbit2,2021-09-10 00:40:42.510651,,
nutrix.co.th,lockbit2,2021-09-10 00:40:42.519525,,
pro-beam.com,lockbit2,2021-09-10 00:40:42.528104,,
e-button.com.tw,lockbit2,2021-09-10 00:40:42.536884,,
brunsrealty.com,lockbit2,2021-09-10 00:40:42.545389,,
softvision.com....,lockbit2,2021-09-10 00:40:42.553905,,
isoftstone.com,lockbit2,2021-09-10 00:40:42.561884,,
nepgroup.com,lockbit2,2021-09-10 00:40:42.570520,,
conmoto.de,lockbit2,2021-09-10 00:40:42.579140,,
stetsonexpo.com,lockbit2,2021-09-10 00:40:42.588674,,
bangkokair.com,lockbit2,2021-09-10 00:40:42.597688,,
alta-electronic...,lockbit2,2021-09-10 00:40:42.606353,,
pla-pumpen.de,lockbit2,2021-09-10 00:40:42.614661,,
servisistanbul....,lockbit2,2021-09-10 00:40:42.623056,,
fragerlaw.com,lockbit2,2021-09-10 00:40:42.631992,,
faberinc.com,lockbit2,2021-09-10 00:40:42.640580,,
delrantownship....,lockbit2,2021-09-10 00:40:42.649325,,
abecho.co.jp,lockbit2,2021-09-10 00:40:42.657940,,
sdfeg.com,lockbit2,2021-09-10 00:40:42.666585,,
ethiopianairlin...,lockbit2,2021-09-10 00:40:42.674788,,
beardowadams.co...,lockbit2,2021-09-10 00:40:42.683733,,
ceratube.ma,lockbit2,2021-09-10 00:40:42.692285,,
garagedeckx.be,lockbit2,2021-09-10 00:40:42.701213,,
lemonastere.ca,lockbit2,2021-09-10 00:40:42.709393,,
livingflame.co....,lockbit2,2021-09-10 00:40:42.717084,,
selinerag.ch,lockbit2,2021-09-10 00:40:42.724942,,
saleeprinting.c...,lockbit2,2021-09-10 00:40:42.732821,,
autoelectric.co...,lockbit2,2021-09-10 00:40:42.740435,,
en.mkb.bg,lockbit2,2021-09-10 00:40:42.748172,,
meccalte.com,lockbit2,2021-09-10 00:40:42.755715,,
jy-oilseal.com,lockbit2,2021-09-10 00:40:42.763552,,
bpc.ao,lockbit2,2021-09-10 00:40:42.771122,,
audit-treuhand....,lockbit2,2021-09-10 00:40:42.779338,,
accenture.com,lockbit2,2021-09-10 00:40:42.787919,,
sabre.ca,lockbit2,2021-09-10 00:40:42.795916,,
nusantararegas....,lockbit2,2021-09-10 00:40:42.804420,,
nwtf.org,lockbit2,2021-09-10 00:40:42.813266,,
petrologiscanar...,lockbit2,2021-09-10 00:40:42.822486,,
esrmotors.com,lockbit2,2021-09-10 00:40:42.831640,,
megawatts.com.s...,lockbit2,2021-09-10 00:40:42.840534,,
inlineplumbing....,lockbit2,2021-09-10 00:40:42.849280,,
yamato-esulon.c...,lockbit2,2021-09-10 00:40:42.858309,,
jaccs.com.ph,lockbit2,2021-09-10 00:40:42.867421,,
gdexpress.com,lockbit2,2021-09-10 00:40:42.876674,,
dprotege.com.br,lockbit2,2021-09-10 00:40:42.886293,,
gicinque.com,lockbit2,2021-09-10 00:40:42.895883,,
verisilicon.com,lockbit2,2021-09-10 00:40:42.904861,,
hitechpiping.ca,lockbit2,2021-09-10 00:40:42.914037,,
yazaki-group.co...,lockbit2,2021-09-10 00:40:42.923131,,
mtgsrl.com,lockbit2,2021-09-10 00:40:42.932918,,
cenco-zotti.com,lockbit2,2021-09-10 00:40:42.949486,,
jginc.biz,lockbit2,2021-09-10 00:40:42.961654,,
bennetts.com.au,lockbit2,2021-09-10 00:40:42.977328,,
nutrifood.co.id,lockbit2,2021-09-10 00:40:42.996776,,
ymcadc.org,lockbit2,2021-09-10 00:40:43.009149,,
kmazuckert.com,lockbit2,2021-09-10 00:40:43.023989,,
luzeirosfortale...,lockbit2,2021-09-10 00:40:43.035752,,
lanexmfg.com,lockbit2,2021-09-10 00:40:43.050287,,
otcqatar.com,lockbit2,2021-09-10 00:40:43.062508,,
ccz.com.au,lockbit2,2021-09-10 00:40:43.072126,,
cometgroup.be,lockbit2,2021-09-10 00:40:43.082944,,
setg.at,lockbit2,2021-09-10 00:40:43.097436,,
aquazzura.com,lockbit2,2021-09-10 00:40:43.107436,,
colliganlaw.com,lockbit2,2021-09-10 00:40:43.117694,,
russellwbho.co....,lockbit2,2021-09-09 23:57:27.237679,,
pi-hf.com,lockbit2,2021-09-09 23:57:27.246778,,
ofplaw.com,lockbit2,2021-09-09 23:57:27.267563,,
envisioncu.com,lockbit2,2021-09-09 23:57:27.353666,,
Who is the real Bad Guys here? Or what recovery experts prefer to keep silent.,ragnarlocker,2021-09-09 23:57:27.693222,,
Vendrig Holding B.V.,conti,2021-09-09 23:57:28.146392,,
TURLA SRL,conti,2021-09-09 23:57:28.155976,,
Sanger & Altgelt Insurance Agents,conti,2021-09-09 23:57:28.165194,,
RPE CONTRACTING,conti,2021-09-09 23:57:28.174590,,
Riwega S.R.L.,conti,2021-09-09 23:57:28.184225,,
MOSS BROS GROUP,conti,2021-09-09 23:57:28.193359,,
JAMAC FROZEN FOODS,conti,2021-09-09 23:57:28.202410,,
"Frank G. Love Envelopes, Inc.",conti,2021-09-09 23:57:28.211683,,
"Grupo Herdez, S.A.B. de C.V. Holding Companies",conti,2021-09-09 23:57:28.220821,,
Drug Alcohol Testing,pysa,2021-09-10 19:24:52.171501,,
https://www.nov...,lockbit2,2021-09-10 10:01:15.479497,,
gahesa.com,lockbit2,2021-09-10 10:01:15.487547,,
cansmart.co.za,lockbit2,2021-09-10 10:01:15.495460,,
cimaser.com,lockbit2,2021-09-10 10:01:15.503454,,
hbfinanse.pl,lockbit2,2021-09-10 10:01:15.511776,,
Compilation of Many Breaches (COMB),arvinclub,2021-09-10 18:06:00.267029,,
erg.eu,lockbit2,2021-09-10 20:10:10.920845,,
novohamburgo.rs...,lockbit2,2021-09-10 20:10:10.929888,,
ASSU 2000,conti,2021-09-11 05:08:24.876744,,
